Date,Open,High,Low,Close,Adj Close,Volume
5/21/2008,20.67,20.8575,20.129999,20.2125,15.999702,41831600
5/22/2008,20.1425,20.15,19.040001,19.327499,15.299157,85283600
5/23/2008,18.959999,19.327499,18.780001,19.0875,15.109179,42196400
5/27/2008,19.23,19.735001,18.59,19.684999,15.582144,62776400
5/28/2008,20.0725,20.487499,19.887501,20.48,16.211447,52996000
5/29/2008,20.8575,21.737499,20.752501,21.3125,16.870428,100613200
5/30/2008,21.504999,21.889999,21.452499,21.59,17.090097,72016000
6/2/2008,21.5525,21.737499,21.15,21.5175,17.032711,36856000
6/3/2008,21.752501,21.987499,21.5075,21.889999,17.327566,48411600
6/4/2008,21.77,22.025,21.32,21.370001,16.915945,40684400
6/5/2008,21.615,21.809999,21.397499,21.809999,17.264244,27059600
6/6/2008,21.475,21.497499,20.887501,20.9125,16.553802,41748000
6/9/2008,21,21.237499,20.139999,20.535,16.254988,45240000
6/10/2008,20.075001,20.717501,19.9025,20.077499,15.892844,36048400
6/11/2008,20.25,20.25,19.4,19.434999,15.384253,56996400
6/12/2008,19.737499,20.192499,19.637501,19.889999,15.744419,44605600
6/13/2008,20.065001,20.452499,20.0375,20.3825,16.134264,30689200
6/16/2008,20.370001,20.875,20.275,20.817499,16.478601,34384000
6/17/2008,21.025,21.245001,20.92,21.1675,16.755659,33277600
6/18/2008,20.93,21.174999,20.860001,20.965,16.595358,33724000
6/19/2008,20.870001,21.1,20.405001,21.067499,16.6765,36925200
6/20/2008,20.7425,21.125,20.6875,20.8925,16.537973,42546800
6/23/2008,20.9625,21.0875,20.254999,20.264999,16.041256,30141200
6/24/2008,20.014999,20.735001,19.627501,20.665001,16.357887,49891200
6/25/2008,20.84,21.105,20.465,20.514999,16.239149,50711600
6/26/2008,20.15,20.184999,19.504999,19.775,15.653386,76562800
6/27/2008,19.700001,20.717501,19.637501,20.65,16.346014,176022800
6/30/2008,20.502501,20.709999,20.075001,20.327499,16.090734,49301200
7/1/2008,19.91,20.352501,19.799999,20.352501,16.110523,44921600
7/2/2008,20.475,20.6,19.825001,19.855,15.716716,33804000
7/3/2008,19.84,19.952499,19.3125,19.5175,15.449556,28738800
7/7/2008,19.625,19.985001,18.5,18.905001,14.964721,79944400
7/8/2008,18.7225,19.875,18.0625,19.764999,15.645475,95796400
7/9/2008,19.75,19.775,18.85,18.967501,15.014192,55322000
7/10/2008,18.940001,19.405001,18.4725,19.3125,15.287283,52812000
7/11/2008,18.9,19.362499,18.5,18.637501,14.752972,54645200
7/14/2008,19.022499,19.045,18.125,18.145,14.363127,42679600
7/15/2008,17.815001,17.827499,16.8225,17.105,13.539888,84268800
7/16/2008,17.0825,18.139999,16.627501,18.057501,14.29386,92448800
7/17/2008,18.424999,18.764999,17.8375,18.764999,14.853898,67268800
7/18/2008,18.559999,18.622499,18.030001,18.35,14.525395,46632000
7/21/2008,18.477501,18.735001,17.8925,17.975,14.228553,52937200
7/22/2008,17.4,18.557501,16.975,18.512501,14.654029,65408000
7/23/2008,18.375,18.75,18.15,18.3125,14.495711,49942800
7/24/2008,18.23,18.432501,17.49,17.52,13.868389,36625600
7/25/2008,17.635,18.0875,17.2675,17.99,14.240426,38690800
7/28/2008,18.102501,18.4,17.5625,17.637501,13.961403,35699200
7/29/2008,17.7575,18.9925,17.752501,18.9925,15.03398,49040400
7/30/2008,19.3125,19.725,18.567499,19.612499,15.524756,76089200
7/31/2008,19.055,19.5375,17.872499,18.264999,14.458106,148888800
8/1/2008,18.325001,18.525,17.5875,17.932501,14.194913,61715600
8/4/2008,17.940001,18.4,17.875,18.125,14.347289,42686000
8/5/2008,18.299999,18.557501,18.08,18.4,14.564975,34354800
8/6/2008,18.200001,18.202499,17.7675,17.870001,14.145436,40924000
8/7/2008,17.695,17.8125,17.334999,17.375,13.753613,43847200
8/8/2008,17.442499,18.2125,17.2775,18.15,14.367083,36354400
8/11/2008,18.110001,19.125,17.987499,18.6975,14.800469,55289200
8/12/2008,18.549999,18.700001,18.15,18.200001,14.406661,33734400
8/13/2008,18.1875,18.5425,18.120001,18.4825,14.715178,29924800
8/14/2008,18.467501,18.9475,18.4,18.945,15.083404,25839200
8/15/2008,18.997499,19.1325,18.7075,18.9475,15.085395,26003200
8/18/2008,18.905001,19.0625,18.535,18.735001,14.916206,25850400
8/19/2008,18.612499,18.809999,18.4025,18.434999,14.677357,21104800
8/20/2008,18.525,18.6775,18.415001,18.6425,14.842563,18118800
8/21/2008,18.49,18.66,18.297501,18.594999,14.804744,15544800
8/22/2008,18.84,18.9475,18.459999,18.522499,14.74702,20955600
8/25/2008,18.379999,18.7225,18.282499,18.33,14.59376,18039600
8/26/2008,18.4175,18.575001,18.217501,18.334999,14.597734,18667200
8/27/2008,18.2575,18.625,18.2125,18.612499,14.818682,19141600
8/28/2008,18.6875,18.952499,18.5425,18.9125,15.057527,26741200
8/29/2008,18.74,19,18.674999,18.975,15.107283,19326400
9/2/2008,19.2075,19.375,18.5975,18.747499,14.926159,29898400
9/3/2008,18.639999,18.834999,18.0175,18.262501,14.540018,35400800
9/4/2008,18.129999,18.157499,17.4375,17.625,14.03246,37670000
9/5/2008,17.4925,17.995001,17.3125,17.940001,14.283252,40616800
9/8/2008,18.377501,18.5725,17.17,17.525,13.952842,56669600
9/9/2008,17.5875,17.5875,16.795,16.872499,13.433342,49882000
9/10/2008,16.817499,17.475,16.657499,17.26,13.741862,43936800
9/11/2008,16.852501,17.84,16.762501,17.737499,14.122027,47132000
9/12/2008,17.4825,17.915001,17.3125,17.9125,14.261359,28240400
9/15/2008,17.165001,17.745001,17.065001,17.344999,13.809534,38734400
9/16/2008,16.655001,17.24,16.25,16.5875,13.206434,83596400
9/17/2008,16.452499,16.987499,16.002501,16.022499,12.7566,67536800
9/18/2008,16.049999,16.809999,14.595,16.725,13.31591,84189200
9/19/2008,17.752501,17.790001,16.76,17.3925,13.84735,68941600
9/22/2008,17.23,17.247499,16.225,16.295,12.973558,46266400
9/23/2008,16.4625,16.8675,16.0275,16.725,13.31591,43803600
9/24/2008,16.762501,16.93,16.375,16.42,13.073078,24532400
9/25/2008,16.4375,16.6175,16.135,16.15,12.858112,23895200
9/26/2008,15.6825,15.85,15.2,15.51,12.348565,51171200
9/29/2008,15.075,15.12,13.9725,14.45,11.504627,78439200
9/30/2008,14.095,15.3575,14.095,15.3475,12.219187,38720400
10/1/2008,15.1875,15.525,14.8025,15.3275,12.203266,27054000
10/2/2008,15.3725,15.3725,14.3275,14.3975,11.462827,35216000
10/3/2008,14.7675,15.0425,14.0775,14.21,11.313546,58355600
10/6/2008,13.355,14.005,12.5625,13.845,11.022945,87360800
10/7/2008,14,14.11,12.655,12.7875,10.180999,75845600
10/8/2008,12.2525,13.6075,11.9375,13.1575,10.47558,75210400
10/9/2008,13.4475,13.985,12.3525,12.4625,9.922243,42537600
10/10/2008,11.75,13.4875,11.75,13,10.350182,72541600
10/13/2008,13.7475,14.75,13.3975,14.7175,11.717602,49433200
10/14/2008,15.5,15.5275,13.8125,14.4025,11.46681,53142400
10/15/2008,13.88,14,12.1325,12.4375,9.902342,76699200
10/16/2008,12.5375,13.3325,12.01,13.2675,10.56316,56062800
10/17/2008,12.875,13.7675,12.875,13.055,10.39397,35098400
10/20/2008,13.3275,13.455,12.78,13.0025,10.352172,35965600
10/21/2008,12.8375,13.2675,12.5725,12.675,10.09143,28995600
10/22/2008,12.4925,13,12,12.1275,9.655528,40243600
10/23/2008,12.19,12.3875,11.435,12.08,9.61771,47970000
10/24/2008,10.95,12.125,10.935,11.995,9.550035,40798800
10/27/2008,11.7525,12.3,11.61,11.6475,9.273366,41901600
10/28/2008,11.975,12.895,11.7625,12.4925,9.94613,58436000
10/29/2008,12.6,13.3775,12.3775,12.6725,10.08944,55994400
10/30/2008,12.6475,14.04,12.645,13.5625,10.798027,74913200
10/31/2008,13.4725,14.02,13.25,13.8375,11.016978,40372800
11/3/2008,13.98,14.025,12.9775,13.1225,10.447715,28425200
11/4/2008,13.595,15.1125,13.47,14.9525,11.904702,73603600
11/5/2008,14.5725,14.8,14.1075,14.1175,11.239902,44992000
11/6/2008,13.76,14,12.685,12.8825,10.256631,52092800
11/7/2008,13.1125,13.7,12.8275,13.375,10.648746,30906400
11/10/2008,13.825,13.825,12.8,12.9975,10.348192,26516800
11/11/2008,12.7475,13.7475,12.59,13.4475,10.706469,32392800
11/12/2008,13.1125,13.9125,12.795,12.9375,10.381482,42746000
11/13/2008,12.97,13.645,12.4725,13.61,10.921117,38733600
11/14/2008,13.2775,14.25,13.1125,13.56,10.881,37410400
11/17/2008,13.2775,13.5575,12.915,13.19,10.584099,29303200
11/18/2008,13.1975,13.77,13.1525,13.66,10.961239,31482800
11/19/2008,13.5,13.96,12.81,12.895,10.347379,34948000
11/20/2008,12.5525,12.825,12,12.035,9.657285,50990000
11/21/2008,12.4,12.4,10.885,11.595,9.304216,84771200
11/24/2008,11.9025,12.5,11.445,12.43,9.974245,44853600
11/25/2008,12.59,12.7425,12.25,12.3825,9.936131,44959600
11/26/2008,12.2025,13,12.05,13,10.431637,27670000
11/28/2008,12.9275,13.185,12.7925,13.14,10.543974,10610000
12/1/2008,12.75,12.785,11.9175,12.0125,9.639231,30951600
12/2/2008,12.1725,12.44,11.8825,12.42,9.966225,26573200
12/3/2008,12.03,13.1875,12.0275,13.11,10.519901,36399600
12/4/2008,12.9825,13.1875,12.555,12.7025,10.192909,30484400
12/5/2008,12.4375,13.3675,12.125,13.295,10.668354,40991600
12/8/2008,13.6,14.4175,13.4925,14.04,11.266167,53093600
12/9/2008,13.875,14.11,13.275,13.3825,10.738564,32127200
12/10/2008,13.2875,13.4625,12.7375,13.29,10.664343,30186800
12/11/2008,13.1,13.6475,12.93,13.0225,10.449692,29928400
12/12/2008,12.6275,13.4775,12.625,13.2375,10.622215,25100000
12/15/2008,13.2025,13.4425,12.9425,13.1875,10.582093,21858800
12/16/2008,13.325,13.695,13.185,13.6925,10.987319,30714400
12/17/2008,13.5725,14,13.515,13.84,11.105681,24687600
12/18/2008,13.8425,14.0475,13.5175,13.675,10.973278,30374800
12/19/2008,13.6275,14.0575,13.445,13.7425,11.02744,35585200
12/22/2008,13.715,13.81,13.245,13.4375,10.7827,14083600
12/23/2008,13.38,13.6,13.28,13.4125,10.762641,10670400
12/24/2008,13.36,13.4375,13.1625,13.2225,10.610175,6529600
12/26/2008,13.195,13.365,12.9825,13.3125,10.682395,6476400
12/29/2008,13.2625,13.3975,12.9825,13.0425,10.465737,13801600
12/30/2008,13.05,13.05,12.5675,12.7475,10.22902,17095200
12/31/2008,12.6525,13.1925,12.65,13.1125,10.521908,16371600
1/2/2009,13.23,13.4275,13.06,13.36,10.720509,13199200
1/5/2009,13.25,13.825,13.25,13.455,10.796739,16600000
1/6/2009,13.625,14.495,13.625,14.4025,11.55705,32506400
1/7/2009,14.1725,14.4875,13.9975,14.09,11.306289,28441600
1/8/2009,14.0025,14.075,13.3175,13.94,11.185923,34683600
1/9/2009,14.005,14.0775,13.695,13.905,11.157838,16702400
1/12/2009,13.8225,14.0375,13.14,13.24,10.624221,31520400
1/13/2009,13.1875,13.335,12.8775,13.285,10.660329,23133200
1/14/2009,13.0025,13.1525,12.555,12.7425,10.225008,25246800
1/15/2009,12.595,12.7125,11.875,12.345,9.906042,47446400
1/16/2009,12.2575,12.3625,11.3025,11.8525,9.510844,69204800
1/20/2009,11.5125,11.6025,10.515,10.605,8.50981,59766000
1/21/2009,10.8,11.2875,10.675,11.045,8.862878,50503200
1/22/2009,10.945,11.42,10.8075,11.045,8.862878,31927600
1/23/2009,10.6725,11.1125,10.445,11.08,8.890964,22617200
1/26/2009,11.075,11.31,10.63,10.6475,8.54391,24009200
1/27/2009,10.8725,11.0475,10.66,11.0375,8.856857,26436000
1/28/2009,11.4775,11.87,11.3125,11.805,9.472728,32089600
1/29/2009,11.485,12.0275,11.3125,11.5675,9.282151,26097600
1/30/2009,11.7625,12.3375,11.715,12.3375,9.900023,30315200
2/2/2009,12.065,12.4975,11.885,12.4925,10.024401,28544000
2/3/2009,12.5525,12.7375,12.0475,12.0975,9.707438,28953600
2/4/2009,12.215,12.56,12.14,12.2825,9.855888,33166400
2/5/2009,13.06,13.775,12.875,13.435,10.780692,96728400
2/6/2009,13.4875,14,13.42,13.8525,11.115708,45907600
2/9/2009,13.88,14.0875,13.65,13.83,11.097656,31874400
2/10/2009,13.7825,14,13.4025,13.4625,10.802757,38071600
2/11/2009,13.525,13.8075,13.375,13.74,11.112103,23668000
2/12/2009,13.57,14.15,13.275,14.1,11.403248,34827600
2/13/2009,14.2325,14.4875,13.815,13.9875,11.312268,40788000
2/17/2009,13.6725,13.8,13.4175,13.5625,10.968555,35581600
2/18/2009,13.6425,14.2225,13.5625,14.0375,11.352703,36329200
2/19/2009,14.2375,14.475,13.8725,13.9075,11.247568,35102400
2/20/2009,13.6625,14.0225,13.625,13.915,11.253631,42908000
2/23/2009,14.01,14.21,13.4975,13.5625,10.968555,31967200
2/24/2009,13.585,14.245,13.4025,14.0875,11.393144,43590800
2/25/2009,14.0275,14.1375,13.785,13.855,11.205109,34394800
2/26/2009,14.0625,14.165,13.6975,14.015,11.334509,35902400
2/27/2009,13.75,14.475,13.75,14.1775,11.465925,47237200
3/2/2009,13.9825,14.2425,13.4675,13.54,10.950359,39060000
3/3/2009,13.6825,13.9075,13.3025,13.59,10.990791,42195600
3/4/2009,13.75,13.9675,13.475,13.8225,11.178826,35775200
3/5/2009,13.6375,13.8725,13.17,13.355,10.800739,44144800
3/6/2009,13.44,13.5375,12.3025,12.5475,10.147679,60701600
3/9/2009,12.4175,12.77,12.185,12.45,10.068824,33554400
3/10/2009,12.7475,13.2175,12.6475,13.2175,10.689535,38644400
3/11/2009,13.415,13.415,12.63,12.8425,10.38626,36124400
3/12/2009,12.825,13.5225,12.5675,13.5225,10.936202,43276000
3/13/2009,13.565,13.8375,12.925,13.0125,10.523744,49564400
3/16/2009,13.245,13.4325,12.965,13.0425,10.548009,33474400
3/17/2009,13,13.845,12.8325,13.8225,11.178826,25730400
3/18/2009,13.6125,14.125,13.365,14.0775,11.385056,45296400
3/19/2009,14.095,14.175,13.1075,13.1725,10.653145,41743600
3/20/2009,13.3,13.59,13.125,13.1325,10.620794,33476000
3/23/2009,13.4675,13.895,13.225,13.885,11.229371,44656800
3/24/2009,13.57,13.6975,13.3175,13.4,10.837131,43555600
3/25/2009,13.4875,13.6875,12.82,13.1875,10.665275,58624800
3/26/2009,13.345,13.9475,13.13,13.875,11.221281,59466400
3/27/2009,13.57,14.0775,13.5525,13.5625,10.968555,32687200
3/30/2009,13.325,13.7125,13.2525,13.375,10.816915,38596400
3/31/2009,13.6,14.0575,13.46,13.9,11.241505,47446400
4/1/2009,13.6875,14,13.4075,13.5725,10.976641,44144400
4/2/2009,13.865,14.2775,13.78,13.8975,11.239482,47396800
4/3/2009,13.8175,15.04,13.8175,15.02,12.147294,57694800
4/6/2009,14.675,15.01,14.4375,14.7825,11.955215,44927600
4/7/2009,14.595,14.69,14.2675,14.2875,11.554889,27122400
4/8/2009,14.45,14.4675,14.1025,14.455,11.690356,23815600
4/9/2009,14.7125,14.8825,14.4075,14.6975,11.886474,45785600
4/13/2009,14.54,15.35,14.5,15.2775,12.355544,38124400
4/14/2009,15.0275,15.23,14.5325,14.5825,11.793468,35712000
4/15/2009,14.5075,14.82,14.3125,14.7775,11.951175,29687600
4/16/2009,14.525,14.8425,14.375,14.5175,11.740899,36114000
4/17/2009,14.545,14.7825,14.315,14.5,11.726743,37814400
4/20/2009,14.25,14.42,13.74,13.75,11.120193,42577200
4/21/2009,13.71,14.675,13.5625,14.6575,11.854124,37746000
4/22/2009,14.45,14.985,14.3025,14.3775,11.627676,34680000
4/23/2009,14.5625,14.7425,14.275,14.5575,11.77325,35890800
4/24/2009,14.8275,15.1875,14.51,15.095,12.207949,39686000
4/27/2009,14.695,14.93,14.6575,14.7175,11.902648,29496800
4/28/2009,14.5375,15.51,14.525,15.1775,12.274671,42287600
4/29/2009,15.4725,15.935,15.3775,15.8775,12.840787,59240400
4/30/2009,16.035,17,15.98,16.24,13.133955,101753600
5/1/2009,16.0375,16.575001,15.66,16.252501,13.14407,60616800
5/4/2009,16.52,17.139999,16.18,17.049999,13.789038,78935200
5/5/2009,16.955,17.125,16.7425,16.8475,13.625267,56786000
5/6/2009,17.0175,17.055,16.4375,16.547501,13.382648,41830400
5/7/2009,16.657499,16.75,16.3375,16.3825,13.249202,34731200
5/8/2009,16.4925,17.1175,16.375,17.1075,13.835542,37834800
5/11/2009,16.700001,16.987499,16.4825,16.4825,13.330079,25980000
5/12/2009,16.709999,16.8125,16.1775,16.305,13.186525,36373600
5/13/2009,16.08,16.3675,15.8775,16.1175,13.119373,47555600
5/14/2009,15.995,16.275,15.8775,16.129999,13.129548,32861600
5/15/2009,16.112499,16.375,16.004999,16.2675,13.241464,24682000
5/18/2009,16.33,16.637501,16.065001,16.602501,13.514153,59304400
5/19/2009,16.5075,16.577499,16.0725,16.200001,13.186523,45784400
5/20/2009,16.315001,16.74,16.1525,16.24,13.219084,33858000
5/21/2009,16.127501,16.58,16.1175,16.57,13.4877,55723600
5/22/2009,16.727501,16.875,16.307501,16.4375,13.379851,21735200
5/26/2009,16.4475,16.7225,16.32,16.692499,13.587411,20556800
5/27/2009,16.5825,17.035,16.3125,16.48,13.41444,27156800
5/28/2009,16.5725,16.747499,16.4375,16.625,13.532467,20184000
5/29/2009,16.657499,16.975,16.450001,16.9275,13.778701,32198400
6/1/2009,17.125,17.237499,16.455,16.665001,13.565029,43628000
6/2/2009,16.6,16.75,16.375,16.702499,13.595552,31043600
6/3/2009,16.672501,17.190001,16.467501,17.057501,13.884517,35362800
6/4/2009,17.112499,17.809999,17.08,17.379999,14.147023,56221200
6/5/2009,17.502501,17.709999,17.200001,17.32,14.098183,74260800
6/8/2009,17.165001,17.65,17.137501,17.450001,14.204004,20636000
6/9/2009,17.5175,17.592501,17.1175,17.157499,13.965918,21773200
6/10/2009,17.2575,17.48,16.99,17.317499,14.096148,33797200
6/11/2009,17.3375,17.4,16.665001,16.68,13.577236,43948800
6/12/2009,16.7225,16.799999,16.077499,16.09,13.096985,80963200
6/15/2009,15.995,16.469999,15.7675,16.1075,13.111233,25564400
6/16/2009,16.275,16.275,15.53,15.615,12.710346,29788400
6/17/2009,15.615,15.775,15.2,15.3375,12.484465,32063600
6/18/2009,15.365,15.5275,15.1575,15.3525,12.496676,32168400
6/19/2009,15.425,15.525,15.215,15.3425,12.488536,25469200
6/22/2009,15.185,15.74,15.175,15.31,12.462079,30168000
6/23/2009,15.3325,15.7175,15.33,15.6675,12.753079,19989600
6/24/2009,15.75,15.7875,15.225,15.2725,12.431556,22798800
6/25/2009,15.2225,15.57,15.0675,15.4875,12.606562,20882800
6/26/2009,15.455,15.955,15.39,15.955,12.987097,19751600
6/29/2009,15.9725,15.9725,15.625,15.745,12.816163,22680800
6/30/2009,15.6875,15.9825,15.505,15.565,12.669643,49253600
7/1/2009,15.57,15.6425,15.195,15.2,12.37254,26167600
7/2/2009,15.2,15.425,15.02,15.02,12.226027,21514800
7/6/2009,15.0175,15.275,14.975,15.1675,12.346087,23382400
7/7/2009,15.3325,15.3325,14.85,14.9275,12.150731,30361600
7/8/2009,14.93,15.08,14.5,14.8725,12.105968,64080400
7/9/2009,15.035,15.1625,14.9375,15.11,12.299285,26616400
7/10/2009,14.9675,15.0825,14.8525,14.965,12.181255,16654800
7/13/2009,15.0275,15.105,14.775,15.0875,12.28097,30640000
7/14/2009,15.125,15.1275,14.91,15.0725,12.268758,13291200
7/15/2009,15.25,15.6875,15.1675,15.6625,12.749014,36492400
7/16/2009,15.6125,16.18,15.55,16.102501,13.107163,50086000
7/17/2009,16.0625,16.25,16,16.025,13.044077,18075600
7/20/2009,16.09,16.82,16.075001,16.780001,13.658637,32220400
7/21/2009,16.780001,16.799999,16.4475,16.7875,13.664742,17742800
7/22/2009,16.655001,16.889999,16.58,16.7125,13.603694,25328400
7/23/2009,16.799999,16.959999,16.655001,16.797501,13.67288,19396000
7/24/2009,16.567499,16.9125,16.5625,16.8225,13.693228,13194800
7/27/2009,16.8125,17.077499,16.7775,17.047501,13.876376,14245200
7/28/2009,16.9275,17.075001,16.532499,16.575001,13.491773,22644800
7/29/2009,16.65,16.7225,16.43,16.695,13.589446,22032400
7/30/2009,16.922501,17.42,16.7075,16.8025,13.676948,57776000
7/31/2009,16.735001,16.7925,16.3375,16.365,13.320829,33046800
8/3/2009,16.547501,17.2775,16.475,17.2775,14.063591,30334400
8/4/2009,17.0825,17.2775,16.975,17.275,14.061559,18686400
8/5/2009,17.297501,17.297501,16.965,17.094999,13.915042,19874400
8/6/2009,17.129999,17.422501,16.987499,17.1625,13.969985,20892800
8/7/2009,17.309999,17.4125,17.182501,17.2925,14.075804,15380400
8/10/2009,17.26,17.372499,17.15,17.219999,14.016787,10038800
8/11/2009,17.135,17.3125,17.1325,17.1525,13.961844,14537600
8/12/2009,17.0725,17.262501,16.969999,17.112499,14.015079,14430400
8/13/2009,17.125,17.219999,16.985001,17.17,14.062173,14968400
8/14/2009,17.075001,17.17,16.875,16.950001,13.881991,12207600
8/17/2009,16.709999,16.745001,16.51,16.6075,13.601484,19771200
8/18/2009,16.6625,16.834999,16.637501,16.752501,13.720241,17076800
8/19/2009,16.5825,16.809999,16.5375,16.799999,13.759142,15451600
8/20/2009,16.772499,16.997499,16.6875,16.952499,13.884039,12149200
8/21/2009,17.084999,17.262501,16.9625,17.25,14.127693,27450800
8/24/2009,17.3125,17.375,16.940001,16.987499,13.912702,19978400
8/25/2009,17.0375,17.25,16.975,17.245001,14.123597,17574400
8/26/2009,17.15,17.6075,17.112499,17.549999,14.37339,18964400
8/27/2009,17.42,17.5625,17.32,17.4275,14.273064,20604000
8/28/2009,17.512501,17.625,17.32,17.625,14.434813,14021600
8/31/2009,17.424999,17.83,17.4,17.775,14.557659,21521200
9/1/2009,17.695,18,17.535,17.545,14.369296,22288400
9/2/2009,17.442499,17.715,17.3575,17.525,14.352911,13335200
9/3/2009,17.602501,17.762501,17.450001,17.727501,14.518764,17066400
9/4/2009,17.6625,17.737499,17.512501,17.59,14.406148,9894400
9/8/2009,17.674999,17.8125,17.540001,17.737499,14.526949,12220400
9/9/2009,17.815001,17.825001,17.545,17.620001,14.430725,16388000
9/10/2009,17.594999,18.122499,17.567499,18.077499,14.805413,17001600
9/11/2009,18.125,18.125,17.9375,18.0725,14.801313,15394000
9/14/2009,17.877501,18.25,17.875,18.217501,14.920072,13099200
9/15/2009,18.25,18.362499,18.094999,18.299999,14.987635,15351200
9/16/2009,18.3125,18.65,18.165001,18.522499,15.169859,16601600
9/17/2009,18.487499,18.715,18.325001,18.455,15.114578,14236400
9/18/2009,18.48,18.567499,18.290001,18.4475,15.108439,15210000
9/21/2009,18.2675,18.575001,18.252501,18.3475,15.026543,12940400
9/22/2009,18.4,18.682501,18.33,18.602501,15.235391,15248400
9/23/2009,18.602501,18.747499,18.440001,18.48,15.135054,14976400
9/24/2009,18.3475,18.477501,18.0625,18.3825,15.055209,16050400
9/25/2009,18.2925,18.3125,17.307501,17.665001,14.467577,48175200
9/28/2009,17.775,17.9625,17.627501,17.785,14.565854,18369600
9/29/2009,17.797501,18.035,17.3025,17.3925,14.244397,41892400
9/30/2009,17.4375,17.5,17.1525,17.2775,14.150212,30467200
10/1/2009,17.192499,17.540001,17.192499,17.280001,14.152264,28217200
10/2/2009,17.110001,17.275,16.635,16.9475,13.879944,35416400
10/5/2009,16.967501,17.25,16.92,17.040001,13.955708,19902400
10/6/2009,17.172501,17.174999,16.85,17.065001,13.976173,36431200
10/7/2009,17.2875,17.834999,17.227501,17.715,14.508528,49056800
10/8/2009,17.775,18.0075,17.6675,17.932501,14.686657,24105200
10/9/2009,17.887501,18.3225,17.834999,18.235001,14.934404,20736800
10/12/2009,18.5825,18.735001,18.3375,18.424999,15.090014,19282400
10/13/2009,18.434999,18.745001,18.307501,18.6675,15.288623,23606000
10/14/2009,18.7075,18.8125,18.4475,18.700001,15.315236,27132800
10/15/2009,18.547501,18.959999,18.504999,18.77,15.372561,22272400
10/16/2009,18.682501,18.77,18.5,18.5725,15.210812,14942000
10/19/2009,18.567499,18.75,18.297501,18.737499,15.345947,14582800
10/20/2009,18.862499,18.975,18.615,18.762501,15.366422,16502800
10/21/2009,18.705,19.247499,18.705,18.797501,15.395092,16275600
10/22/2009,18.9,18.969999,18.565001,18.922501,15.49746,21757600
10/23/2009,18.9825,19.022499,18.407499,18.530001,15.176008,25499200
10/26/2009,18.7425,18.9575,18.115,18.195,14.901644,34836400
