Date,Open,High,Low,Close,Volume
5/18/2012,42.05,45,38,38.2318,580587776
5/21/2012,36.53,36.66,33,34.03,168309808
5/22/2012,32.61,33.59,30.94,31,102053808
5/23/2012,31.37,32.5,31.36,32,73721120
5/24/2012,32.95,33.21,31.77,33.03,50275872
5/25/2012,32.9,32.95,31.11,31.91,37189632
5/29/2012,31.48,31.69,28.65,28.84,78060816
5/30/2012,28.695,29.55,27.86,28.19,57267872
5/31/2012,28.545,29.67,26.83,29.6,111639184
6/1/2012,28.892,29.15,27.39,27.72,41855504
6/4/2012,27.2,27.65,26.44,26.9,35230288
6/5/2012,26.7,27.76,25.75,25.869,42473264
6/6/2012,26.07,27.17,25.52,26.81,61487024
6/7/2012,27,27.35,26.15,26.31,26167760
6/8/2012,26.55,27.76,26.44,27.1,38033424
6/11/2012,27.18,28.07,26.835,27.005,28225888
6/12/2012,27.48,27.77,26.96,27.4,15822414
6/13/2012,27.66,28.1,27.1,27.27,17118672
6/14/2012,27.65,28.32,27.38,28.29,16854128
6/15/2012,28.505,30.1,28.35,30.014,43563744
6/18/2012,29.955,32.08,29.41,31.41,42978208
6/19/2012,31.535,32.18,30.7,31.911,30848912
6/20/2012,31.92,31.9288,31.15,31.6,15558922
6/21/2012,31.67,32.5,31.51,31.84,21875232
6/22/2012,32.41,33.45,32.06,33.05,74834000
6/25/2012,32.86,33.02,31.55,32.06,24352816
6/26/2012,32.69,33.44,32.5,33.1,24858608
6/27/2012,32.46,32.9,31.9,32.23,28599504
6/28/2012,31.96,32.19,30.9,31.36,17713296
6/29/2012,31.92,31.99,30.76,31.095,19526832
7/2/2012,31.25,31.73,30.55,30.771,14131477
7/3/2012,30.91,31.44,30.8,31.2,8765496
7/5/2012,31.32,31.625,31.02,31.47,10036688
7/6/2012,31.44,31.9,31.26,31.73,10949008
7/9/2012,32.1,32.88,31.99,32.17,17785184
7/10/2012,32.43,32.48,31.1599,31.47,14276996
7/11/2012,31.48,31.56,30.55,30.97,13027754
7/12/2012,30.7,31.4,30.6,30.81,11306637
7/13/2012,31.04,31.07,30.56,30.72,8117348
7/16/2012,30.5,30.5,28.21,28.245,24672080
7/17/2012,28.48,28.59,27.15,28.09,30438544
7/18/2012,28.31,29.29,28.15,29.11,16841776
7/19/2012,29.41,29.5,28.63,29,13685031
7/20/2012,29,29.47,28.72,28.76,11869047
7/23/2012,28.12,29,28.01,28.75,12393863
7/24/2012,28.82,29.45,28.1,28.45,11539801
7/25/2012,28.39,29.49,28.08,29.34,17230160
7/26/2012,27.75,28.23,26.73,26.845,64597376
7/27/2012,23.19,24.54,22.28,23.705,123098320
7/30/2012,23.995,24.04,23.03,23.15,29285888
7/31/2012,23.37,23.37,21.61,21.71,56179328
8/1/2012,21.5,21.58,20.84,20.88,44604368
8/2/2012,20.77,20.84,19.82,20.04,56374432
8/3/2012,20.36,22.16,19.9,21.09,80647008
8/6/2012,21.39,22.15,21.3,21.92,27778032
8/7/2012,22.2,22.45,20.5,20.72,36782832
8/8/2012,20.71,21.15,20.22,20.72,29537376
8/9/2012,20.75,21.17,20.61,21.01,15618516
8/10/2012,21.41,21.82,21.13,21.807,25794672
8/13/2012,22.15,22.45,21.4,21.6,24972976
8/14/2012,21.41,21.6,20.25,20.38,39308640
8/15/2012,20.64,21.41,20.4,21.2,47860768
8/16/2012,20.44,20.48,19.69,19.87,157554944
8/17/2012,20.005,20.08,19,19.05,129293312
8/20/2012,19.05,20.13,18.75,20.011,101186496
8/21/2012,19.58,19.98,19.09,19.159,70640432
8/22/2012,19.36,19.53,18.96,19.439,49892128
8/23/2012,19.5,19.73,19.36,19.44,32813312
8/24/2012,19.52,19.68,19.25,19.409,29622160
8/27/2012,19.49,19.53,19.1,19.15,20703904
8/28/2012,19.1,19.38,18.95,19.34,25425792
8/29/2012,19.32,19.38,19.07,19.1,16124625
8/30/2012,19.27,19.45,19.06,19.0885,30647472
8/31/2012,18.68,18.7,18.03,18.058,58764176
9/4/2012,18.08,18.27,17.55,17.729,46622352
9/5/2012,18.27,18.75,18.18,18.58,60781712
9/6/2012,18.74,19.2617,18.72,18.96,46066352
9/7/2012,19.1,19.42,18.78,18.98,36371696
9/10/2012,19.06,19.2,18.55,18.81,24797648
9/11/2012,18.92,19.581,18.85,19.43,50508128
9/12/2012,20.76,21.16,20.28,20.931,121584000
9/13/2012,20.955,21.48,20.61,20.713,65041520
9/14/2012,21.13,22.08,20.9,22,72819632
9/17/2012,22.67,22.75,21.5,21.52,50666448
9/18/2012,21.6,21.98,21.37,21.87,36760448
9/19/2012,21.99,23.37,21.77,23.29,78782816
9/20/2012,23.02,23.24,22.54,22.59,57248672
9/21/2012,22.97,23.24,22.6,22.86,51218096
9/24/2012,21.78,21.98,20.3625,20.79,79105120
9/25/2012,21.2,21.21,20.22,20.28,46291664
9/26/2012,20.145,20.78,19.8,20.62,38271872
9/27/2012,20.99,21,20.16,20.32,30215824
9/28/2012,20.57,21.95,20.5,21.66,65485920
10/1/2012,22.08,22.59,21.73,21.99,51262672
10/2/2012,22.08,22.49,21.82,22.27,29341392
10/3/2012,22.295,22.49,21.8,21.83,32000080
10/4/2012,22.32,22.4,21.41,21.9475,46894592
10/5/2012,21.49,21.63,20.88,20.91,40529216
10/8/2012,20.4,20.75,20.155,20.4,32236624
10/9/2012,20.39,20.55,19.97,20.227,27161728
10/10/2012,19.93,19.94,19.45,19.64,39321760
10/11/2012,19.88,19.96,19.61,19.75,21817232
10/12/2012,19.75,19.8,19.48,19.5181,18809392
10/15/2012,19.68,19.88,19.49,19.52,20189664
10/16/2012,19.68,19.69,19.3,19.48,21834688
10/17/2012,19.5,20.48,19.3718,19.88,44074432
10/18/2012,19.7,19.79,18.89,18.975,52157360
10/19/2012,19,19.06,18.8,19,34834944
10/22/2012,19.2,19.43,19.05,19.321,32447008
10/23/2012,19.25,19.8,19.1,19.5,78381120
10/24/2012,24.13,24.25,22.85,23.2299,228949120
10/25/2012,23.29,23.31,22.47,22.56,76141936
10/26/2012,22.4,22.88,21.88,21.9425,73259504
10/31/2012,20.82,21.5,20.73,21.11,99378192
11/1/2012,21.08,21.44,21.01,21.21,37713888
11/2/2012,21.26,21.69,21.07,21.18,38344336
11/5/2012,21.1,21.48,20.92,21.25,31806688
11/6/2012,21.24,21.37,20.99,21.1712,29062640
11/7/2012,20.85,20.95,20.37,20.47,33396736
11/8/2012,20.52,20.73,19.98,19.99,34254528
11/9/2012,19.955,20,19.13,19.21,42295440
11/12/2012,19.15,20.17,18.87,20.07,67349120
11/13/2012,19.605,20.11,19.56,19.86,71775056
11/14/2012,20.1,22.5,19.93,22.36,229750944
11/15/2012,22.34,22.5,21.65,22.17,78857376
11/16/2012,22.25,23.93,22.18,23.5607,107182192
11/19/2012,23.955,24.12,22.82,22.92,85021248
11/20/2012,22.73,23.9,22.7,23.1,46655296
11/21/2012,23.22,24.53,23.05,24.32,89862320
11/23/2012,24.58,24.68,23.88,23.998,29520320
11/26/2012,24.935,26.09,24.81,25.94,123862064
11/27/2012,26.04,26.5,25.46,26.15,85760064
11/28/2012,25.94,26.49,25.75,26.36,49205504
11/29/2012,26.5,27.52,26.16,27.32,88759056
11/30/2012,27.26,28,26.76,28,127049568
12/3/2012,27.9999,28.88,26.98,27.04,123525056
12/4/2012,27.06,27.76,26.68,27.46,72912752
12/5/2012,27.75,27.9,27.26,27.71,58974832
12/6/2012,27.68,27.75,26.82,26.97,46001488
12/7/2012,27.07,27.78,26.84,27.485,51751808
12/10/2012,27.17,28.17,27.1,27.84,50608464
